TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ANO_CONCLUIU,TP_ESCOLA,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006
24 anos,F,Parda,Brasileiro(a),2014,Não Respondeu,2910800,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,B
19 anos,F,Parda,Brasileiro(a),2019,Não Respondeu,5300108,53,DF,Faltou,Faltou,Faltou,Faltou,,,,,,G
19 anos,M,Branca,Brasileiro(a),2020,Não Respondeu,2408102,24,RN,Presente,Presente,Presente,Presente,465.1,496.0,620.3,435.0,600.0,J
Entre 26 e 30 anos,F,Não Declarado,Brasileiro(a),2009,Não Respondeu,5208707,52,GO,Faltou,Faltou,Faltou,Faltou,,,,,,L
21 anos,F,Preta,Brasileiro(a),2017,Não Respondeu,1503804,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,3550308,35,SP,Presente,Presente,Presente,Presente,368.9,484.9,513.9,520.0,400.0,C
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2109601,21,MA,Presente,Presente,Presente,Presente,385.4,381.7,369.9,392.7,420.0,A
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2009,Não Respondeu,3106200,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2304400,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,D
17 anos,F,Branca,Brasileiro(a),Não informado,Privada,3554508,35,SP,Presente,Presente,Presente,Presente,401.1,397.4,465.5,415.7,600.0,I
18 anos,M,Não Declarado,Brasileiro(a),Não informado,Pública,2507507,25,PB,Presente,Presente,Presente,Presente,582.6,601.8,549.8,644.8,660.0,G
17 anos,M,Preta,Brasileiro(a),Não informado,Pública,3152105,31,MG,Presente,Presente,Presente,Presente,549.4,561.3,474.2,663.1,700.0,G
18 anos,F,Preta,Brasileiro(a),Não informado,Pública,3302106,33,RJ,Presente,Presente,Presente,Presente,441.0,403.2,450.0,401.1,540.0,D
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,1500107,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,M,Parda,Brasileiro(a),2020,Não Respondeu,3300704,33,RJ,Presente,Presente,Presente,Presente,460.3,390.0,479.1,548.5,640.0,A
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,3127701,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,C
Entre 36 e 40 anos,F,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,3549904,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,1721000,17,TO,Faltou,Faltou,Faltou,Faltou,,,,,,A
20 anos,F,Parda,Brasileiro(a),2018,Não Respondeu,3106200,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,E
Entre 31 e 35 anos,M,Parda,Brasileiro(a),2007,Não Respondeu,5201405,52,GO,Faltou,Faltou,Faltou,Faltou,,,,,,G
20 anos,M,Branca,Brasileiro(a),2019,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,596.6,602.1,586.0,634.0,920.0,E
18 anos,F,Branca,Brasileiro(a),Não informado,Privada,3502804,35,SP,Presente,Presente,Presente,Presente,408.2,373.0,395.7,388.3,540.0,P
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,2507507,25,PB,Presente,Presente,Presente,Presente,419.6,368.5,482.1,430.7,600.0,D
19 anos,M,Parda,Brasileiro(a),2019,Não Respondeu,2103000,21,MA,Presente,Presente,Presente,Presente,536.2,587.7,505.4,419.4,660.0,K
Entre 41 e 45 anos,F,Branca,Brasileiro(a),Antes de 2007,Não Respondeu,1600303,16,AP,Faltou,Faltou,Faltou,Faltou,,,,,,A
22 anos,F,Branca,Brasileiro(a),2017,Não Respondeu,3105608,31,MG,Presente,Presente,Presente,Presente,576.5,609.7,572.6,568.4,840.0,C
18 anos,M,Amarela,Brasileiro(a),2020,Não Respondeu,3203205,32,ES,Presente,Presente,Presente,Presente,499.3,581.8,564.4,511.8,600.0,G
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,3304557,33,RJ,Faltou,Presente,Presente,Faltou,,418.1,422.8,,800.0,D
Entre 26 e 30 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,3301009,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,D
20 anos,M,Parda,Brasileiro(a)Naturalizado(a),2020,Não Respondeu,2507002,25,PB,Presente,Presente,Presente,Presente,452.9,366.7,341.6,550.9,380.0,C
17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,3148004,31,MG,Presente,Presente,Presente,Presente,387.9,479.1,450.4,499.9,720.0,C
20 anos,M,Parda,Brasileiro(a),2018,Não Respondeu,5003306,50,MS,Faltou,Faltou,Faltou,Faltou,,,,,,C
20 anos,F,Branca,Brasileiro(a),2018,Não Respondeu,3534401,35,SP,Presente,Presente,Presente,Presente,643.5,610.1,634.0,760.4,740.0,H
Menor de 17 anos,F,Parda,Brasileiro(a)Naturalizado(a),Não informado,Não Respondeu,5208707,52,GO,Presente,Presente,Presente,Presente,519.5,448.6,470.3,517.0,560.0,J
25 anos,F,Branca,Brasileiro(a),2013,Não Respondeu,4307708,43,RS,Faltou,Faltou,Faltou,Faltou,,,,,,D
25 anos,F,Branca,Brasileiro(a),2013,Não Respondeu,2709301,27,AL,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,2612208,26,PE,Presente,Presente,Presente,Presente,490.2,561.4,536.3,585.0,840.0,D
19 anos,F,Branca,Brasileiro(a),Não informado,Pública,4317509,43,RS,Faltou,Faltou,Faltou,Faltou,,,,,,E
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3162500,31,MG,Presente,Presente,Presente,Presente,478.7,446.7,436.1,512.1,720.0,D
18 anos,M,Parda,Brasileiro(a),2020,Não Respondeu,2309805,23,CE,Presente,Presente,Presente,Presente,554.1,569.4,552.9,593.5,600.0,B
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,3548807,35,SP,Presente,Presente,Presente,Presente,632.4,602.7,569.8,686.5,540.0,J
17 anos,M,Parda,Brasileiro(a),Não informado,Pública,5300108,53,DF,Presente,Presente,Presente,Presente,595.4,528.7,537.5,649.4,620.0,I
22 anos,F,Preta,Brasileiro(a),2016,Não Respondeu,3304557,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,A
19 anos,F,Preta,Brasileiro(a),2020,Não Respondeu,3106200,31,MG,Presente,Presente,Presente,Presente,449.7,547.0,415.7,592.0,520.0,D
Entre 26 e 30 anos,M,Preta,Brasileiro(a),Não informado,Não Respondeu,5300108,53,DF,Presente,Presente,Presente,Presente,369.3,434.0,497.0,456.4,660.0,A
20 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,4300604,43,RS,Presente,Presente,Presente,Presente,499.0,517.6,475.0,410.4,560.0,C
17 anos,F,Preta,Brasileiro(a),Não informado,Pública,3304557,33,RJ,Presente,Presente,Presente,Presente,450.1,503.9,553.5,531.5,700.0,D
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,3552403,35,SP,Presente,Presente,Presente,Presente,475.9,371.5,418.7,395.0,460.0,B
20 anos,F,Parda,Brasileiro(a),2018,Não Respondeu,4106902,41,PR,Presente,Presente,Presente,Presente,419.2,570.9,544.3,518.4,540.0,C
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,2312403,23,CE,Presente,Presente,Presente,Presente,391.2,368.6,427.4,406.8,0.0,C
23 anos,F,Branca,Brasileiro(a),2015,Não Respondeu,3527108,35,SP,Presente,Presente,Presente,Presente,420.4,428.5,512.3,533.0,580.0,C
25 anos,F,Parda,Brasileiro(a),2013,Não Respondeu,5300108,53,DF,Faltou,Faltou,Faltou,Faltou,,,,,,B
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,3548708,35,SP,Presente,Presente,Presente,Presente,629.8,630.6,606.3,658.6,680.0,D
Entre 41 e 45 anos,F,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,3201308,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,,F
20 anos,M,Parda,Brasileiro(a),2018,Não Respondeu,3304557,33,RJ,Presente,Presente,Presente,Presente,494.7,611.3,566.4,410.8,720.0,B
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,2613909,26,PE,Presente,Presente,Presente,Presente,456.8,377.4,435.5,432.2,580.0,E
23 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,3132404,31,MG,Presente,Presente,Presente,Presente,539.9,0.0,526.5,455.9,680.0,B
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2507507,25,PB,Faltou,Faltou,Faltou,Faltou,,,,,,D
18 anos,F,Parda,Brasileiro(a)Naturalizado(a),Não informado,Pública,4203006,42,SC,Faltou,Faltou,Faltou,Faltou,,,,,,F
22 anos,F,Não Declarado,Brasileiro(a),Não informado,Não Respondeu,3118304,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3541000,35,SP,Presente,Presente,Presente,Presente,439.0,503.1,525.4,489.2,620.0,D
Menor de 17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,1502152,15,PA,Presente,Presente,Presente,Presente,580.0,459.2,438.4,446.9,440.0,F
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,4314902,43,RS,Presente,Presente,Presente,Presente,443.5,505.7,336.8,497.2,500.0,D
18 anos,F,Não Declarado,Brasileiro(a),Não informado,Privada,3304524,33,RJ,Presente,Presente,Presente,Presente,525.2,600.5,490.9,554.0,580.0,G
Entre 31 e 35 anos,F,Branca,Brasileiro(a),2008,Não Respondeu,2917508,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,E
Entre 26 e 30 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,3550308,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,A
Entre 41 e 45 anos,F,Parda,Brasileiro(a),2017,Não Respondeu,1501402,15,PA,Presente,Presente,Presente,Presente,475.3,393.9,417.2,434.5,440.0,A
17 anos,F,Branca,Brasileiro(a),Não informado,Pública,4317202,43,RS,Faltou,Faltou,Faltou,Faltou,,,,,,B
17 anos,M,Branca,Brasileiro(a),Não informado,Pública,2933307,29,BA,Presente,Presente,Presente,Presente,531.1,636.0,577.3,560.3,600.0,D
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,3135209,31,MG,Presente,Presente,Presente,Presente,406.1,576.6,470.8,622.1,860.0,D
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2207702,22,PI,Presente,Presente,Presente,Presente,568.3,435.4,471.7,432.6,860.0,L
17 anos,M,Branca,Brasileiro(a),Não informado,Privada,3304557,33,RJ,Presente,Presente,Presente,Presente,633.7,692.8,658.8,732.3,960.0,P
17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2307304,23,CE,Presente,Presente,Presente,Presente,495.1,402.5,524.2,547.7,420.0,C
21 anos,M,Amarela,Brasileiro(a),2018,Não Respondeu,2111102,21,MA,Faltou,Faltou,Faltou,Faltou,,,,,,B
20 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,1302603,13,AM,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,4106902,41,PR,Presente,Presente,Presente,Presente,470.7,398.0,523.2,642.2,600.0,E
18 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,3548906,35,SP,Presente,Presente,Presente,Presente,522.9,584.7,568.5,603.8,860.0,F
19 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2924009,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,B
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,3106200,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,I
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2304400,23,CE,Faltou,Faltou,Faltou,Faltou,,,,,,B
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,3305554,33,RJ,Presente,Presente,Presente,Presente,555.9,580.8,580.9,486.1,660.0,E
17 anos,F,Parda,Brasileiro(a)Naturalizado(a),Não informado,Privada,2704302,27,AL,Presente,Presente,Presente,Presente,439.7,455.7,507.8,397.7,540.0,D
17 anos,F,Não Declarado,Brasileiro(a),Não informado,Não Respondeu,4309209,43,RS,Presente,Presente,Presente,Presente,455.8,508.3,534.6,422.3,580.0,D
17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,4322400,43,RS,Presente,Presente,Presente,Presente,399.7,492.4,497.9,493.0,480.0,G
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,2903201,29,BA,Presente,Presente,Presente,Presente,519.5,586.0,593.5,581.7,880.0,E
Entre 31 e 35 anos,M,Não Declarado,Brasileiro(a),Antes de 2007,Não Respondeu,2313401,23,CE,Presente,Presente,Presente,Presente,584.5,665.6,586.5,661.1,360.0,F
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,1302603,13,AM,Presente,Presente,Presente,Presente,510.9,549.0,511.9,577.8,720.0,C
17 anos,M,Branca,Brasileiro(a),Não informado,Pública,3549904,35,SP,Presente,Presente,Presente,Presente,376.2,375.8,398.4,421.5,400.0,C
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,2512101,25,PB,Presente,Presente,Presente,Presente,549.5,648.7,554.7,655.4,820.0,M
20 anos,M,Parda,Brasileiro(a),2018,Não Respondeu,2211001,22,PI,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2930105,29,BA,Presente,Presente,Presente,Presente,431.0,417.7,355.3,434.2,720.0,B
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,3548807,35,SP,Presente,Presente,Presente,Presente,536.1,604.0,572.7,553.3,0.0,C
20 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,4309209,43,RS,Faltou,Faltou,Faltou,Faltou,,,,,,C
17 anos,M,Branca,Brasileiro(a),Não informado,Privada,4316808,43,RS,Presente,Presente,Presente,Presente,629.6,814.3,657.4,729.1,640.0,E
22 anos,M,Parda,Brasileiro(a),Não informado,Pública,2203909,22,PI,Faltou,Presente,Presente,Faltou,,523.6,486.5,,380.0,B
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,1400100,14,RR,Presente,Presente,Presente,Presente,523.8,537.7,538.5,438.8,580.0,F
20 anos,M,Branca,Brasileiro(a),2019,Não Respondeu,4307005,43,RS,Faltou,Faltou,Faltou,Faltou,,,,,,E
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,2307601,23,CE,Presente,Presente,Presente,Presente,424.5,450.9,462.6,489.9,880.0,C
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2611606,26,PE,Presente,Presente,Presente,Presente,364.7,440.6,411.9,374.5,700.0,F
Menor de 17 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,2301307,23,CE,Presente,Presente,Presente,Presente,479.6,435.3,465.3,495.3,560.0,D
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,5101803,51,MT,Presente,Presente,Presente,Presente,490.6,516.4,516.4,440.1,540.0,G
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2111300,21,MA,Presente,Presente,Presente,Presente,496.0,398.0,430.1,381.9,300.0,C
20 anos,F,Branca,Brasileiro(a),2018,Não Respondeu,2101202,21,MA,Presente,Presente,Presente,Presente,469.3,520.8,531.5,538.4,920.0,K
17 anos,F,Branca,Brasileiro(a),Não informado,Privada,3170206,31,MG,Presente,Presente,Presente,Presente,636.8,742.8,626.1,778.7,940.0,P
Entre 26 e 30 anos,M,Branca,Brasileiro(a),2008,Não Respondeu,2402006,24,RN,Presente,Presente,Presente,Presente,516.5,608.7,533.5,380.5,700.0,E
19 anos,M,Parda,Brasileiro(a),2020,Não Respondeu,4209102,42,SC,Faltou,Faltou,Faltou,Faltou,,,,,,G
19 anos,M,Branca,Brasileiro(a),2020,Não Respondeu,4114609,41,PR,Faltou,Faltou,Faltou,Faltou,,,,,,E
18 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,4314407,43,RS,Presente,Presente,Presente,Presente,629.6,655.2,631.3,697.2,660.0,H
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,4128203,41,PR,Presente,Presente,Presente,Presente,499.5,599.0,569.7,614.2,540.0,D
20 anos,F,Preta,Brasileiro(a),2019,Não Respondeu,2917607,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,B
17 anos,M,Preta,Brasileiro(a),Não informado,Pública,3530607,35,SP,Presente,Presente,Presente,Presente,515.2,513.3,517.9,623.3,480.0,E
21 anos,M,Parda,Brasileiro(a),2017,Não Respondeu,3550308,35,SP,Presente,Presente,Presente,Presente,529.9,539.3,475.9,554.5,380.0,F
20 anos,F,Parda,Brasileiro(a),Não informado,Pública,1304302,13,AM,Faltou,Faltou,Faltou,Faltou,,,,,,B
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,3127107,31,MG,Presente,Presente,Presente,Presente,535.7,545.2,536.3,568.7,440.0,D
Entre 61 e 65 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2611606,26,PE,Presente,Presente,Presente,Presente,495.9,349.8,424.0,465.4,500.0,D
18 anos,M,Indígena,Brasileiro(a),Não informado,Pública,3302007,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,F
19 anos,F,Branca,Brasileiro(a),Não informado,Pública,3304904,33,RJ,Faltou,Faltou,Faltou,Faltou,,,,,,D
17 anos,F,Branca,Brasileiro(a)Naturalizado(a),Não informado,Pública,2610905,26,PE,Presente,Presente,Presente,Presente,387.3,379.8,371.0,521.2,520.0,D
19 anos,F,Preta,Brasileiro(a),Não informado,Pública,2403251,24,RN,Presente,Presente,Presente,Presente,439.9,483.5,463.7,463.9,0.0,B
17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,1100205,11,RO,Presente,Presente,Presente,Presente,574.0,644.0,533.5,610.8,780.0,C
Entre 26 e 30 anos,F,Preta,Brasileiro(a),2011,Não Respondeu,3518800,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,1100205,11,RO,Presente,Presente,Presente,Presente,434.0,444.2,434.9,416.8,600.0,C
17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,1506807,15,PA,Faltou,Presente,Presente,Faltou,,572.0,521.8,,680.0,I
19 anos,M,Parda,Brasileiro(a),2019,Não Respondeu,3170107,31,MG,Presente,Presente,Presente,Presente,486.1,449.9,517.0,622.9,860.0,E
Entre 56 e 60 anos,M,Não Declarado,Brasileiro(a),Não informado,Não Respondeu,3304557,33,RJ,Presente,Presente,Presente,Presente,425.9,466.5,441.4,444.6,360.0,C
24 anos,M,Não Declarado,Brasileiro(a),Não informado,Pública,3550308,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,A
22 anos,F,Branca,Brasileiro(a),2016,Não Respondeu,5300108,53,DF,Presente,Presente,Presente,Presente,431.4,563.5,573.7,466.2,680.0,G
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3127701,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,C
19 anos,M,Parda,Brasileiro(a),Não informado,Privada,2504009,25,PB,Presente,Presente,Presente,Presente,421.3,493.1,457.1,474.2,660.0,F
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2611606,26,PE,Presente,Presente,Presente,Presente,468.4,350.7,417.2,412.8,540.0,D
19 anos,M,Branca,Brasileiro(a),2020,Não Respondeu,2408102,24,RN,Presente,Presente,Presente,Presente,768.1,690.3,582.3,765.2,880.0,Q
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2014,Não Respondeu,2403251,24,RN,Faltou,Faltou,Faltou,Faltou,,,,,,B
19 anos,M,Parda,Brasileiro(a),Não informado,Privada,2211001,22,PI,Presente,Presente,Presente,Presente,580.2,622.6,553.8,466.6,820.0,N
Entre 31 e 35 anos,M,Parda,Brasileiro(a),2008,Não Respondeu,2607901,26,PE,Faltou,Faltou,Faltou,Faltou,,,,,,A
18 anos,M,Branca,Brasileiro(a),Não informado,Pública,4218202,42,SC,Faltou,Presente,Presente,Faltou,,434.1,419.6,,440.0,G
20 anos,M,Parda,Brasileiro(a),Não informado,Pública,2207702,22,PI,Faltou,Faltou,Faltou,Faltou,,,,,,B
19 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,3513801,35,SP,Faltou,Faltou,Faltou,Faltou,,,,,,M
23 anos,M,Branca,Brasileiro(a),2017,Não Respondeu,3205309,32,ES,Presente,Presente,Presente,Presente,564.4,526.1,511.5,491.3,800.0,F
17 anos,F,Amarela,Brasileiro(a),Não informado,Pública,3154606,31,MG,Faltou,Eliminado,Eliminado,Faltou,,,,,,C
21 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,2604106,26,PE,Presente,Presente,Presente,Presente,527.4,625.8,487.9,575.8,660.0,B
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,3106200,31,MG,Presente,Presente,Presente,Presente,577.1,614.0,572.9,478.3,820.0,D
Entre 26 e 30 anos,F,Parda,Brasileiro(a),2009,Não Respondeu,5300108,53,DF,Presente,Presente,Presente,Presente,524.2,608.0,545.0,600.4,600.0,E
19 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,3136207,31,MG,Presente,Presente,Presente,Presente,594.0,602.8,607.6,676.6,900.0,C
19 anos,F,Preta,Brasileiro(a),Não informado,Não Respondeu,2910800,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,A
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,3550308,35,SP,Presente,Presente,Presente,Presente,419.9,417.1,481.5,488.4,580.0,C
25 anos,M,Parda,Brasileiro(a),2013,Não Respondeu,2105302,21,MA,Presente,Presente,Presente,Presente,656.6,666.9,547.0,817.2,980.0,N
Entre 31 e 35 anos,M,Parda,Brasileiro(a),2009,Não Respondeu,2304400,23,CE,Presente,Presente,Presente,Presente,447.1,639.3,555.6,615.4,580.0,C
Entre 26 e 30 anos,M,Preta,Brasileiro(a),Não informado,Não Respondeu,1500602,15,PA,Faltou,Faltou,Faltou,Faltou,,,,,,C
18 anos,M,Branca,Brasileiro(a),2020,Não Respondeu,3547809,35,SP,Presente,Presente,Presente,Presente,580.6,504.8,531.9,627.1,740.0,H
21 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,4314902,43,RS,Faltou,Presente,Presente,Faltou,,390.2,310.4,,400.0,B
17 anos,M,Parda,Brasileiro(a),Não informado,Pública,5007406,50,MS,Presente,Presente,Presente,Presente,476.5,439.2,482.5,385.0,460.0,L
19 anos,F,Branca,Brasileiro(a),2019,Não Respondeu,3512803,35,SP,Presente,Presente,Presente,Presente,549.8,655.9,635.4,726.8,800.0,C
19 anos,M,Parda,Brasileiro(a),2020,Não Respondeu,1501402,15,PA,Presente,Presente,Presente,Presente,468.7,554.6,531.7,402.0,740.0,B
18 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,1500800,15,PA,Presente,Presente,Presente,Presente,405.5,509.8,468.4,430.5,580.0,C
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,2921203,29,BA,Faltou,Faltou,Faltou,Faltou,,,,,,B
Entre 26 e 30 anos,M,Branca,Brasileiro(a),2009,Não Respondeu,3554102,35,SP,Presente,Presente,Presente,Presente,456.2,542.1,491.7,561.4,580.0,D
22 anos,M,Parda,Brasileiro(a),2016,Não Respondeu,2111300,21,MA,Presente,Presente,Presente,Presente,489.6,535.1,553.0,566.7,520.0,C
Entre 26 e 30 anos,M,Parda,Brasileiro(a),2018,Não Respondeu,4318705,43,RS,Presente,Presente,Presente,Presente,393.7,561.1,535.4,603.1,840.0,E
22 anos,M,Parda,Brasileiro(a),2016,Não Respondeu,4108304,41,PR,Presente,Presente,Presente,Presente,558.3,543.7,441.2,664.9,600.0,B
18 anos,M,Parda,Brasileiro(a),Não informado,Pública,5108402,51,MT,Presente,Presente,Presente,Presente,549.2,496.3,508.4,607.3,600.0,D
19 anos,F,Amarela,Brasileiro(a),2019,Não Respondeu,2102309,21,MA,Faltou,Faltou,Faltou,Faltou,,,,,,A
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,2607653,26,PE,Presente,Presente,Presente,Presente,548.5,573.8,579.6,442.3,820.0,A
Entre 41 e 45 anos,F,Branca,Brasileiro(a),Não informado,Pública,4115804,41,PR,Presente,Presente,Presente,Presente,395.3,410.5,385.7,435.7,480.0,D
18 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,4208302,42,SC,Presente,Presente,Presente,Presente,533.5,531.2,535.0,601.7,600.0,C
18 anos,F,Branca,Brasileiro(a),Não informado,Pública,1301209,13,AM,Presente,Presente,Presente,Presente,473.3,466.2,340.3,491.6,480.0,B
17 anos,M,Branca,Brasileiro(a),Não informado,Pública,4128104,41,PR,Presente,Presente,Presente,Presente,619.2,639.7,553.9,582.2,700.0,F
18 anos,F,Branca,Brasileiro(a),2020,Não Respondeu,5300108,53,DF,Faltou,Faltou,Faltou,Faltou,,,,,,D
Menor de 17 anos,F,Branca,Brasileiro(a),Não informado,Não Respondeu,2607901,26,PE,Presente,Presente,Presente,Presente,493.8,572.4,525.7,580.3,700.0,B
19 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,3105608,31,MG,Faltou,Faltou,Faltou,Faltou,,,,,,B
20 anos,M,Branca,Brasileiro(a),Não informado,Não Respondeu,4314407,43,RS,Faltou,Faltou,Faltou,Faltou,,,,,,F
19 anos,M,Branca,Brasileiro(a),2019,Não Respondeu,2908408,29,BA,Presente,Presente,Presente,Presente,598.9,655.5,570.0,695.3,860.0,B
17 anos,M,Parda,Brasileiro(a),Não informado,Não Respondeu,2304400,23,CE,Presente,Presente,Presente,Presente,451.4,514.3,538.5,480.4,540.0,A
17 anos,M,Branca,Brasileiro(a)Naturalizado(a),Não informado,Pública,3530805,35,SP,Presente,Presente,Presente,Presente,413.5,524.9,516.2,584.9,520.0,G
17 anos,F,Parda,Brasileiro(a),Não informado,Pública,2311405,23,CE,Presente,Presente,Presente,Presente,370.5,374.3,391.9,469.3,520.0,B
Menor de 17 anos,F,Parda,Brasileiro(a),Não informado,Não Respondeu,2607901,26,PE,Presente,Presente,Presente,Presente,422.1,647.4,551.7,372.8,760.0,E
18 anos,M,Não Declarado,Brasileiro(a),Não informado,Pública,2306603,23,CE,Presente,Presente,Presente,Presente,466.5,471.0,411.3,488.6,420.0,B
21 anos,F,Parda,Brasileiro(a),2020,Não Respondeu,4303509,43,RS,Presente,Presente,Presente,Presente,416.6,452.3,332.2,408.9,380.0,B
21 anos,M,Preta,Brasileiro(a),2017,Não Respondeu,4214805,42,SC,Faltou,Faltou,Faltou,Faltou,,,,,,F
Entre 61 e 65 anos,M,Parda,Brasileiro(a),Antes de 2007,Não Respondeu,2611606,26,PE,Presente,Presente,Presente,Presente,413.2,574.4,553.8,436.2,600.0,B
18 anos,F,Parda,Brasileiro(a),Não informado,Pública,1302603,13,AM,Presente,Presente,Presente,Presente,354.1,432.0,351.8,524.6,580.0,B
